,block,street_name,formatted,latitude,longitude,x,y,postal
78,178,ANG MO KIO AVE 4,178 ANG MO KIO AVE 4,1.37619319942083,103.837038191014,28413.9467055202,39797.9678397067,560178
79,180,ANG MO KIO AVE 5,180 ANG MO KIO AVE 5,1.37667706463381,103.838361037555,28561.1630048091,39851.4714648761,560180
80,209,ANG MO KIO AVE 3,209 ANG MO KIO AVE 3,1.36897079641509,103.843284524871,29109.0895129992,38999.3532337267,560209
81,231,ANG MO KIO AVE 3,231 ANG MO KIO AVE 3,1.36856103572357,103.837525234344,28468.1500659371,38954.0420923699,560231
82,254,ANG MO KIO AVE 4,254 ANG MO KIO AVE 4,1.37020344042146,103.834687722549,28152.3690952277,39135.6504789609,560254
83,103,ANG MO KIO AVE 3,103 ANG MO KIO AVE 3,1.37101657804604,103.839304839187,28666.1979630608,39225.5638854969,560103
84,105,ANG MO KIO AVE 4,105 ANG MO KIO AVE 4,1.37231328287072,103.837601112788,28476.5936832111,39368.946502503,560105
85,344,ANG MO KIO AVE 3,344 ANG MO KIO AVE 3,1.36797705108684,103.849264839398,29774.6270845318,38889.4735214654,560344
86,324,ANG MO KIO AVE 3,324 ANG MO KIO AVE 3,1.36833392201705,103.846879231399,29509.1373676127,38928.9328627251,560324
87,120,ANG MO KIO AVE 3,120 ANG MO KIO AVE 3,1.37004739686133,103.844594754874,29254.9017410586,39118.3988784254,560120
88,124,ANG MO KIO AVE 6,124 ANG MO KIO AVE 6,1.37089179310251,103.844768276408,29274.2121395785,39211.7680109292,560124
89,414,ANG MO KIO AVE 10,414 ANG MO KIO AVE 10,1.36390466431674,103.853913839503,30292.0087780254,38439.1736403685,560414
90,438,ANG MO KIO AVE 10,438 ANG MO KIO AVE 10,1.3669708169506,103.853906591778,30291.1992910691,38778.2131956611,560438
91,427,ANG MO KIO AVE 3,427 ANG MO KIO AVE 3,1.36931185924705,103.854550605629,30362.8680347903,39037.074375486,560427
92,428,ANG MO KIO AVE 3,428 ANG MO KIO AVE 3,1.36893906457102,103.854412288513,30347.4753727429,38995.8524992652,560428
93,473,ANG MO KIO AVE 10,473 ANG MO KIO AVE 10,1.36305380914637,103.856846002568,30618.3247626107,38345.0933918543,560473
94,573,ANG MO KIO AVE 3,573 ANG MO KIO AVE 3,1.37056143999067,103.854823102785,30393.1924380297,39175.2469341885,560573
95,585,ANG MO KIO AVE 3,585 ANG MO KIO AVE 3,1.37059756050933,103.852367040901,30119.86252636,39179.2386456132,560585
96,456,ANG MO KIO AVE 10,456 ANG MO KIO AVE 10,1.36716071992678,103.858658520644,30820.0318773584,38799.2167549226,560456
97,544,ANG MO KIO AVE 10,544 ANG MO KIO AVE 10,1.37395961943023,103.856471368511,30576.620777946,39551.0020682868,560544
98,640,ANG MO KIO AVE 6,640 ANG MO KIO AVE 6,1.38003436037009,103.843606664405,29144.9344937876,40222.7060453389,560640
99,638,ANG MO KIO AVE 6,638 ANG MO KIO AVE 6,1.38047559647224,103.843567764408,29140.605203541,40271.4956741873,560638
100,646,ANG MO KIO AVE 6,646 ANG MO KIO AVE 6,1.37939517687868,103.843763599411,29162.399695484,40152.028457012,560646
101,150,ANG MO KIO AVE 5,150 ANG MO KIO AVE 5,1.37680678506745,103.842017962576,28968.1332683703,39865.8164612036,560150
102,179,ANG MO KIO AVE 5,179 ANG MO KIO AVE 5,1.37690418077298,103.836218103538,28322.6810465446,39876.5844174828,560179
103,336,ANG MO KIO AVE 1,336 ANG MO KIO AVE 1,1.3635938468353,103.851784409615,30055.0286868447,38404.8031038698,560336
104,335,ANG MO KIO AVE 1,335 ANG MO KIO AVE 1,1.36320996798464,103.850690597254,29933.3006026251,38362.3548294846,560335
105,401,ANG MO KIO AVE 10,401 ANG MO KIO AVE 10,1.36101765642805,103.855387562453,30456.0196312955,38119.9444501493,560401
106,439,ANG MO KIO AVE 10,439 ANG MO KIO AVE 10,1.36629197864802,103.85349630883,30245.5403403109,38703.1503213178,560439
107,430,ANG MO KIO AVE 3,430 ANG MO KIO AVE 3,1.36899287777802,103.85276134968,30163.7457453171,39001.801338518,560430
108,460,ANG MO KIO AVE 10,460 ANG MO KIO AVE 10,1.36633947709831,103.859122319513,30871.648112135,38708.4084451813,560460
109,459,ANG MO KIO AVE 10,459 ANG MO KIO AVE 10,1.36701964480661,103.859377190201,30900.0113619054,38783.6182403173,560459
110,716,ANG MO KIO AVE 6,716 ANG MO KIO AVE 6,1.37147783065153,103.845868750998,29396.6812445764,39276.5696755778,560716
111,545,ANG MO KIO AVE 10,545 ANG MO KIO AVE 10,1.37317921904936,103.856294541429,30556.9429261032,39464.7091666237,560545
112,620,ANG MO KIO AVE 9,620 ANG MO KIO AVE 9,1.38244082944044,103.839546376827,28693.074873223,40488.7996085323,560620
113,622,ANG MO KIO AVE 9,622 ANG MO KIO AVE 9,1.382064341745,103.839741864292,28714.830258931,40447.1695685517,560622
114,259,ANG MO KIO AVE 2,259 ANG MO KIO AVE 2,1.36858148248531,103.831557777899,27804.0440792302,38956.3026567344,560259
115,101,ANG MO KIO AVE 3,101 ANG MO KIO AVE 3,1.37026158388486,103.839467898898,28684.3447392145,39142.0805186182,560101
116,620,BEDOK RESERVOIR RD,620 BEDOK RESERVOIR RD,1.33433432226397,103.917712559288,37392.1678528106,35169.5875080843,470620
117,534,BEDOK NTH ST 3,534 BEDOK NTH ST 3,1.33303698213001,103.924812248346,38182.2950134762,35026.1623342913,460534
118,18,BEDOK STH RD,18 BEDOK STH RD,1.32062504871279,103.934734222428,39286.5650113048,33653.7554724924,460018
119,28,NEW UPP CHANGI RD,28 NEW UPP CHANGI RD,1.32369451969703,103.934994919422,39315.5641611442,33993.1635404862,460028
120,29,NEW UPP CHANGI RD,29 NEW UPP CHANGI RD,1.32395813360222,103.936341250384,39465.396340658,34022.3188428544,464029
121,30,NEW UPP CHANGI RD,30 NEW UPP CHANGI RD,1.32352678248226,103.936423896498,39474.5960218972,33974.6225541122,461030
122,75,BEDOK NTH RD,75 BEDOK NTH RD,1.32791477933184,103.942144427101,40111.2135943677,34459.8528083339,460075
123,76,BEDOK NTH RD,76 BEDOK NTH RD,1.3282966654865,103.942067527916,40102.6536269644,34502.0795210786,460076
124,501,BEDOK NTH ST 3,501 BEDOK NTH ST 3,1.33164071248973,103.931167665142,38889.5936853597,34871.796949124,460501
125,502,BEDOK NTH ST 3,502 BEDOK NTH ST 3,1.331245062192,103.931244293846,38898.1234150473,34828.0482410882,460502
126,503,BEDOK NTH ST 3,503 BEDOK NTH ST 3,1.33148387479968,103.932465913287,39034.0761500914,34854.4603863582,460503
127,504,BEDOK NTH ST 3,504 BEDOK NTH ST 3,1.33188000305479,103.932389359044,39025.5546835633,34898.2619422954,460504
128,2,BEDOK STH AVE 1,2 BEDOK STH AVE 1,1.32130118793544,103.933299574181,39126.8995811166,33728.5131244883,460002
129,20,CHAI CHEE RD,20 CHAI CHEE RD,1.32627271243233,103.922885287154,37967.8711988544,34278.1952665374,461020
130,21,CHAI CHEE RD,21 CHAI CHEE RD,1.32577850604228,103.922424710131,37916.6155465674,34223.5465430077,461021
131,59,CHAI CHEE RD,59 CHAI CHEE RD,1.32488916644196,103.920246730461,37674.2315911818,34125.1992049534,460059
132,58,CHAI CHEE DR,58 CHAI CHEE DR,1.32591889655628,103.91975686812,37619.7108104192,34239.0597018991,460058
133,55,CHAI CHEE DR,55 CHAI CHEE DR,1.32684846948333,103.919015573079,37537.2085196981,34341.8443566337,460055
134,22,BEDOK STH AVE 1,22 BEDOK STH AVE 1,1.3228317365472,103.932852166088,39077.1006360827,33897.7515914943,460022
135,105,BEDOK NTH AVE 4,105 BEDOK NTH AVE 4,1.33372280929,103.936517719048,39484.9904712569,35102.049193956,460105
136,104,BEDOK NTH AVE 4,104 BEDOK NTH AVE 4,1.3332985212474,103.936601473643,39494.3134642616,35055.1339099985,460104
137,107,BEDOK NTH RD,107 BEDOK NTH RD,1.33231740745783,103.936301267285,39460.9081132282,34946.6457985565,460107
138,110,BEDOK NTH RD,110 BEDOK NTH RD,1.33247206352435,103.934860475522,39300.5620166231,34963.740247719,460110
139,69,BEDOK STH AVE 3,69 BEDOK STH AVE 3,1.31935026360524,103.943632360195,40276.8477801401,33512.8381827585,460069
140,33,BEDOK STH AVE 2,33 BEDOK STH AVE 2,1.32283703302242,103.939124525951,39775.1528021563,33898.3661223669,460033
141,46,BEDOK STH AVE 3,46 BEDOK STH AVE 3,1.32148575339878,103.942854747015,40190.2965109684,33748.9662907328,460046
142,117,BEDOK NTH RD,117 BEDOK NTH RD,1.33065454769523,103.938496275607,39705.1979527446,34762.7852923684,460117
143,116,BEDOK NTH RD,116 BEDOK NTH RD,1.33100823526591,103.938066838998,39657.4043524349,34801.8922840301,460116
144,115,BEDOK NTH RD,115 BEDOK NTH RD,1.33143368026417,103.936865404278,39523.6948987357,34848.9302441254,460115
145,125,BEDOK NTH RD,125 BEDOK NTH RD,1.32884321524242,103.939123687022,39775.031064325,34562.5000766907,460125
146,124,BEDOK NTH RD,124 BEDOK NTH RD,1.32925881944574,103.939046430321,39766.4312037202,34608.4551694021,460124
147,128,BEDOK NTH ST 2,128 BEDOK NTH ST 2,1.327740236451,103.939005696963,39761.9051715788,34440.5375669375,460128
148,129,BEDOK NTH ST 2,129 BEDOK NTH ST 2,1.32755443192195,103.938030484223,39653.3746244228,34419.9876036812,460129
149,138,BEDOK NTH ST 2,138 BEDOK NTH ST 2,1.33001011188999,103.936343483972,39465.6170547949,34691.5166611224,460138
150,87,BEDOK NTH ST 4,87 BEDOK NTH ST 4,1.33250261426447,103.938587125421,39715.2998923101,34967.1358009372,460087
151,100,BEDOK NTH AVE 4,100 BEDOK NTH AVE 4,1.33413899974038,103.938389713003,39693.322188261,35148.0782918874,460100
152,412,BEDOK NTH AVE 2,412 BEDOK NTH AVE 2,1.32929126082802,103.931090689284,38881.0373501144,34612.0059065726,460412
153,402,BEDOK NTH AVE 3,402 BEDOK NTH AVE 3,1.33055472908632,103.933686723902,39169.9441045132,34751.7255527247,460402
154,401,BEDOK NTH AVE 3,401 BEDOK NTH AVE 3,1.33098173461878,103.933604621756,39160.8050500453,34798.941337226,460401
155,425,BEDOK NTH RD,425 BEDOK NTH RD,1.32936960154503,103.929067536324,38655.8805387346,34620.6596139204,460425
156,416,BEDOK NTH AVE 2,416 BEDOK NTH AVE 2,1.32840382815915,103.930684870347,38835.8776697489,34513.8762255888,460416
157,418,BEDOK NTH AVE 2,418 BEDOK NTH AVE 2,1.32856421177174,103.930036524233,38763.7225800641,34531.6078158095,460418
158,424,BEDOK NTH AVE 1,424 BEDOK NTH AVE 1,1.32842001017396,103.927482674529,38479.5054562595,34515.6517455131,460424
159,419,BEDOK NTH ST 1,419 BEDOK NTH ST 1,1.32696621417456,103.928135771625,38552.1947455881,34354.9009962343,460419
160,136,BEDOK NTH AVE 3,136 BEDOK NTH AVE 3,1.32815498828204,103.93522082327,39340.6847412828,34486.3810918592,460136
161,529,BEDOK NTH ST 3,529 BEDOK NTH ST 3,1.33426946144275,103.926542284602,38374.8250874365,35162.4509834182,460529
162,510,BEDOK NTH ST 3,510 BEDOK NTH ST 3,1.33212313291916,103.93105149637,38876.6631724481,34925.1400934439,460510
163,525,BEDOK NTH ST 3,525 BEDOK NTH ST 3,1.33460113941761,103.929445271638,38697.8961020242,35199.1387156788,460525
164,202,BEDOK NTH ST 1,202 BEDOK NTH ST 1,1.32565628436985,103.927990975389,38536.085912778,34210.0548616778,460202
165,218,BEDOK NTH ST 1,218 BEDOK NTH ST 1,1.32735657259634,103.933767796194,39178.9810045352,34398.0896255001,460218
166,213,BEDOK NTH ST 1,213 BEDOK NTH ST 1,1.32635298072477,103.932637214105,39053.1629892839,34287.112335613,460213
167,532,BEDOK NTH ST 3,532 BEDOK NTH ST 3,1.33419173917878,103.925386600613,38246.2097353972,35153.8520005848,460532
168,533,BEDOK NTH ST 3,533 BEDOK NTH ST 3,1.33358016248275,103.92421866691,38116.2332926663,35086.2220652699,460533
169,536,BEDOK NTH ST 3,536 BEDOK NTH ST 3,1.3335411894605,103.923190774432,38001.8396251891,35081.9084235709,460536
170,537,BEDOK NTH ST 3,537 BEDOK NTH ST 3,1.33177300757048,103.924236461237,38118.220991157,34886.3959543705,460537
171,44,CHAI CHEE ST,44 CHAI CHEE ST,1.32901430131171,103.925667777871,38277.5232963441,34581.3578780517,461044
172,540,BEDOK NTH ST 3,540 BEDOK NTH ST 3,1.33112972920094,103.922092625931,37879.6366363037,34815.2567490246,460540
173,702,BEDOK RESERVOIR RD,702 BEDOK RESERVOIR RD,1.33723650407652,103.918924437798,37527.026188367,35490.5009299871,470702
174,615,BEDOK RESERVOIR RD,615 BEDOK RESERVOIR RD,1.33224981185032,103.915868711978,37186.9745019665,34939.0858247988,470615
175,712,BEDOK RESERVOIR RD,712 BEDOK RESERVOIR RD,1.33590729186163,103.922634043137,37939.8716794448,35343.5379737224,470712
176,50,CHAI CHEE ST,50 CHAI CHEE ST,1.32930431416537,103.922415807329,37915.6107100435,34613.4127624556,461050
177,54,CHAI CHEE ST,54 CHAI CHEE ST,1.32947840879761,103.921105111921,37769.742909966,34632.6580545418,460054
178,606,BEDOK RESERVOIR RD,606 BEDOK RESERVOIR RD,1.33122227931301,103.913799873642,36956.7377846111,34825.458815081,470606
179,616,BEDOK RESERVOIR RD,616 BEDOK RESERVOIR RD,1.33190396095581,103.915137759126,37105.6282363469,34900.8406534363,470616
180,15,BEDOK STH RD,15 BEDOK STH RD,1.32090966739298,103.935541944296,39376.4553233683,33685.2308763471,460015
181,34,BEDOK STH AVE 2,34 BEDOK STH AVE 2,1.32205652925918,103.93835472666,39689.4853278408,33812.0582380537,460034
182,36,BEDOK STH AVE 2,36 BEDOK STH AVE 2,1.32163299655185,103.938441289401,39699.1208983138,33765.2264937293,460036
183,35,BEDOK STH AVE 2,35 BEDOK STH AVE 2,1.32233220742919,103.939766219283,39846.5693833055,33842.548055822,460035
184,41,BEDOK STH RD,41 BEDOK STH RD,1.32105071817917,103.94080318215,39961.9793588724,33700.852273548,460041
185,42,BEDOK STH RD,42 BEDOK STH RD,1.32147847826862,103.940721046918,39952.8364603706,33748.1514766123,460042
186,53,NEW UPP CHANGI RD,53 NEW UPP CHANGI RD,1.32432684067535,103.942429994179,40143.0118365372,34063.1176331993,461053
187,51,NEW UPP CHANGI RD,51 NEW UPP CHANGI RD,1.32342985805207,103.942269407116,40125.1444338737,33963.9329313748,461051
188,8,BEDOK STH AVE 2,8 BEDOK STH AVE 2,1.32284176978435,103.936046815062,39432.6336999908,33898.875502266,460008
189,718,BEDOK RESERVOIR RD,718 BEDOK RESERVOIR RD,1.3366305993765,103.92574851611,38286.4770502159,35423.5305340383,470718
190,724,BEDOK RESERVOIR RD,724 BEDOK RESERVOIR RD,1.33714403979137,103.928433830286,38585.3222667994,35480.3156323954,470724
191,166,BEDOK STH AVE 3,166 BEDOK STH AVE 3,1.32004079860245,103.945196685812,40450.9387497595,33589.201914506,460166
192,71,BEDOK STH RD,71 BEDOK STH RD,1.32041601736618,103.942732310081,40176.6756761521,33630.6795551907,460071
193,82,BEDOK NTH RD,82 BEDOK NTH RD,1.32953680475668,103.940406562732,39917.7989083156,34639.1999343988,460082
194,78,BEDOK NTH RD,78 BEDOK NTH RD,1.32726007220341,103.940848770214,39967.0230946066,34387.4522150345,460078
195,79,BEDOK NTH RD,79 BEDOK NTH RD,1.32769194470055,103.940763685492,39957.5519398218,34435.2061340176,460079
196,80,BEDOK NTH RD,80 BEDOK NTH RD,1.32848132017235,103.940611608837,39940.6235408168,34522.4906450938,460080
197,134,BEDOK NTH ST 2,134 BEDOK NTH ST 2,1.32832133313255,103.93658216345,39492.1874713534,34504.7809688933,460134
198,126,BEDOK NTH ST 2,126 BEDOK NTH ST 2,1.3281683000397,103.938917890645,39752.1311856164,34487.8703069258,460126
199,130,BEDOK NTH ST 2,130 BEDOK NTH ST 2,1.32716150771949,103.936824833587,39519.1995885987,34376.5343414322,460130
200,132,BEDOK NTH ST 2,132 BEDOK NTH ST 2,1.32775288998395,103.936709340476,39506.3436257299,34441.9259290826,460132
201,131,BEDOK NTH AVE 3,131 BEDOK NTH AVE 3,1.3269699402053,103.93585007622,39410.7197100474,34355.3472371176,460131
202,133,BEDOK NTH AVE 3,133 BEDOK NTH AVE 3,1.32756257230307,103.93573462699,39397.8686505929,34420.8770283815,460133
203,121,BEDOK NTH RD,121 BEDOK NTH RD,1.32964201790706,103.938821071117,39741.3491849927,34650.8262906969,460121
204,89,BEDOK NTH ST 4,89 BEDOK NTH ST 4,1.33233468349262,103.938051284737,39655.6670912411,34948.5643044356,460089
205,62,NEW UPP CHANGI RD,62 NEW UPP CHANGI RD,1.32332667400534,103.940030188552,39875.9418584565,33952.5125184394,461062
206,422,BEDOK NTH RD,422 BEDOK NTH RD,1.32868929343533,103.928893754255,38636.5432622451,34545.433776753,460422
207,427,BEDOK NTH RD,427 BEDOK NTH RD,1.32910888380153,103.92773420389,38507.4952293783,34591.8250311073,460427
208,507,BEDOK NTH AVE 3,507 BEDOK NTH AVE 3,1.33298071677208,103.93259903289,39048.8843373731,35019.9743476994,460507
